S.No.,Jokes
10477,How old do kids have to be when you can start saying "Fuck you." to their faces instead of behind their backs?
10478,How about instead of me calling you to let you know that I landed safely, you just watch the news?
10479,I don't think my black friends on Facebook have the same keyboard as me.
10480,It's not manslaughter if they chew with their mouth open.
10481,"Good to sea you" is a hilarious thing to say when shoving someone off a cruise ship.
10482,It doesn't matter where you are, an old lady is about to be in your way.
10483,Guns don't kill people. Wars and famine and disease and random accidents kill people. Also, sometimes guns. Have a good day!
10484,With great power comes huge electricity bill
10485,Someone needs to tell drug sniffing dogs about the whole "man's best friend" thing.
10486,"No flying cars yet?", he wrote from a 2 inch by 4 inch pocket computer instantaneously to subscribers worldwide using only his right thumb.
10487,Time was invented by the clock industry.
10488,Teach a man to Google how to fish and he'll wind up looking at fish porn for the rest of his life.
10489,I can't believe they let people own guns. Public toilets are all the proof we need that humans have horrible aim.
10490,I invented four new karate moves while trying to get an automatic paper towel dispenser to work.
10491,The chicks better be hot on this Mayan calendar.
10492,Ain't no party like a Neal Brennan party cuz Neal Brennan quietly resents you for making a mess.
10493,Sitting with Grandma at the hospital. She noticed me checking my watch and said, "Go on Dummy. I know brunch is almost over at the tit bar."
10494,"OH MY GOD YOU'RE A DOG HEY SMELL ME I'M A DOG TOO" - dogs
10495,I'll follow my girlfriend into the bathroom watch her close the toilet door, and then ask, "What are you doing?"
10496,I've been in Wisconsin for ten pounds. That means one week for those of you who have never visited Wisconsin.
10497,Beer before liquor, never sicker. Toothpaste before orange juice, dead.
10498,Remember when Disney used to produce cartoons, not teen sluts?
10499,Things men would rather do than work to raise testicular cancer awareness: eat a sandwich, watch sports, fight, die of testicular cancer.
10500,Being molested by a teacher is twice as bad for home-schooled kids.
10501,My religious, conservative upbringing taught me that poor people are lazy and the rich are giving. Real life taught me the opposite.
10502,My negotiating strategy is to make a skeptical face for one second then pay what the other person asked.
10503,When I hear "Tropical Depression" I think of Toucan Sam sitting in a rain-forest crying. :(
10504,Sex is like art. Most of it is pretty bad, and the good stuff is out of your price range.
10505,In Australia, lawsuits are just what lawyers wear to court.
10506,Not to freak everybody out but my new desk calendar ends in 2012
10507,For the last time big girls, a smaller dress size doesn't make you look smaller. Actually, it does the opposite.
10508,My therapist says I should stop breaking into his house to tell him all my problems ... and also that he's not a therapist .
10509,So apparently they have to HIRE you to take off your shirt at Abercrombie
10510,There's nothing worse than child abuse but a close second is when someone describes an actor's performance as "courageous."
10511,I don't mean to brag but I just beat my 5-year-old ten times in a row at air hockey. He sucks.
10512,Can't believe I'm not invited to things I'd never go to.
10513,My heart just skipped a beat when I glanced at my wife across the room. Mostly because she was holding my phone.
10514,"Tell them I just left and should be there any minute." -Every delivery guy, ever
10515,Whenever I accidentally watch the Bravo channel, the last thing that comes to mind is the word, "Bravo!"
10516,Ever have one of those days where you just don't feel like being at work? I've been having one of those days for two fucking years now.
10517,One time I smashed my face into a keyboard and accidentally wrote the fifth Twilight book.
10518,I've never had personalized license plates, but don't worry, I still know how to waste most of my discretionary income.
10519,"I'm an introvert!" -Extrovert, after being alone for a whole ten minutes.
10520,That awkward moment when it's not actually awkward, but just sort of a general observation about everyday life.
10521,Gold Digger - like a hooker, only smarter.
10522,No amount of minority filled commercials can ruin Red Lobster for me.
10523,Fact: Your elbow is the most delicious part of the human body. Try it.
10524,My Black friend was pissed off that he didn't get a job he was totally qualified for so I told him to "lighten up" we're no longer friends.
10525,Just filled a bird bath with ranch dressing so my feathered friends have something to dip worms in. Pay it forward, everybody.
10526,No one ever smells their finger because it smells good.
10527,My wife just dropped her keys & said "What's WRONG with me?" & I named 6 things before I realized it was a rhetorical question.
10528,I maintain a lifelong grudge against anyone at a restaurant who orders after me yet gets their food before me.
10529,I always felt that Daffy Duck was funnier than Donald Duck but didn't get as much recognition because he was black.
10530,Van Halen on tour in 2012! I doubt the Mayans realized they'd be up against "Drop Dead Legs" when they predicted the end of the world.
10531,Today we put differences aside and wish peace and love to all mankind. Except for Verizon who I hate.
10532,I am listening carefully, but let's be honest, your menu options haven't changed.
10533,I'm fluent in Morose Code. -Debbie Downers
10534,I'm drowning my self in coke right now. Not the drug. The drink. Nah jk it's the drug.
10535,Some think the economy is slowly recovering. Others think it's on the verge of collapse. I think about boobs mostly.
10536,Some of my most meaningful relationships started because I was too lazy to leave the room.
10537,My baby's sick. We used rectal thermometer on him & he didn't even mind. Looks like we might have a little choreographer on our hands.
10538,Hey Science, "mission accomplished" on the boner pills. How about a laptop battery that will stay up for four hours.
10539,I'd kill for a microwave that plays Europe's "The Final Countdown" during the last 30 seconds.
10540,You think you had a bad day? Clams are getting chowdered. CHOWDERED.
10541,I sleep with my glasses on so I can dream up smart shit.
10542,If God is a woman, then why aren't we sandwiches?
10543,To ease tension in crowded elevators I yell "George Lopez is a comedic genius!" Then I get stabbed with a box cutter & I dont have insurance
10544,Thanks for wiping down my table... a damp surface that smells like a dirty sweat sock is so much better than a few crumbs.
10545,How do male civil unions not end with the phrase "I dude"?
10546,I never feel older than in the 12 seconds I spend on web pages scrolling down to my birth year.
10547,On medication is the BEST time to operate heavy machinery
